"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage"
"C1210",5,"1026",43,0,2001,3,"","Atlantic City, NJ MSA","Private","Leisure and Hospitality","MSA, by Supersector -- by ownership sector","All establishment sizes",819,60731,60637,59561,398540362,238323930,4830145,508
"C1210",5,"1026",43,0,2001,4,"","Atlantic City, NJ MSA","Private","Leisure and Hospitality","MSA, by Supersector -- by ownership sector","All establishment sizes",828,56866,55710,54984,383343412,130522724,2658747,528
"C1210",5,1027,43,0,2001,1,"","Atlantic City, NJ MSA","Private","Other Services","MSA, by Supersector -- by ownership sector","All establishment sizes",548,2918,2927,2975,16051484,15479770,321118,420
"C1210",5,"1027",43,0,2001,2,"","Atlantic City, NJ MSA","Private","Other Services","MSA, by Supersector -- by ownership sector","All establishment sizes",552,2846,2991,3180,15834410,13072595,273323,405
"C1210",5,"1027",43,0,2001,3,"","Atlantic City, NJ MSA","Private","Other Services","MSA, by Supersector -- by ownership sector","All establishment sizes",528,3224,3136,3100,16691143,10513802,217651,407
"C1210",5,"1027",43,0,2001,4,"","Atlantic City, NJ MSA","Private","Other Services","MSA, by Supersector -- by ownership sector","All establishment sizes",547,3174,3137,3110,17353625,8359599,169064,425
"C1210",5,1029,43,0,2001,1,"","Atlantic City, NJ MSA","Private","Unclassified","MSA, by Supersector -- by ownership sector","All establishment sizes",28,29,42,31,167235,167235,4682,378
"C1210",5,"1029",43,0,2001,2,"","Atlantic City, NJ MSA","Private","Unclassified","MSA, by Supersector -- by ownership sector","All establishment sizes",33,22,21,47,106894,106894,2993,274
"C1210",5,"1029",43,0,2001,3,"","Atlantic City, NJ MSA","Private","Unclassified","MSA, by Supersector -- by ownership sector","All establishment sizes",34,93,95,98,374659,368759,9917,302
"C1210",5,"1029",43,0,2001,4,"","Atlantic City, NJ MSA","Private","Unclassified","MSA, by Supersector -- by ownership sector","All establishment sizes",25,42,34,31,154710,136810,3549,334
"C1210",5,11,44,0,2001,1,"N","Atlantic City, NJ MSA","Private","Agriculture, forestry, fishing and hunting","MSA, NAICS Sector -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"11",44,0,2001,2,"N","Atlantic City, NJ MSA","Private","Agriculture, forestry, fishing and hunting","MSA, NAICS Sector -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"11",44,0,2001,3,"N","Atlantic City, NJ MSA","Private","Agriculture, forestry, fishing and hunting","MSA, NAICS Sector -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"11",44,0,2001,4,"N","Atlantic City, NJ MSA","Private","Agriculture, forestry, fishing and hunting","MSA, NAICS Sector -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,111,45,0,2001,1,"","Atlantic City, NJ MSA","Private","Crop production","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",71,275,281,352,1750301,1632217,59110,445
"C1210",5,"111",45,0,2001,2,"","Atlantic City, NJ MSA","Private","Crop production","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",72,452,597,2670,4584832,3970393,145728,284
"C1210",5,"111",45,0,2001,3,"","Atlantic City, NJ MSA","Private","Crop production","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",69,3827,1544,1049,8467425,7664884,274178,304
"C1210",5,"111",45,0,2001,4,"","Atlantic City, NJ MSA","Private","Crop production","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",67,757,601,480,3745321,1895395,78520,470
"C1210",5,1112,46,0,2001,1,"","Atlantic City, NJ MSA","Private","Vegetable and melon farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",27,59,68,109,289411,262075,13575,283
"C1210",5,"1112",46,0,2001,2,"","Atlantic City, NJ MSA","Private","Vegetable and melon farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",27,152,238,394,1160017,1112240,56116,341
"C1210",5,"1112",46,0,2001,3,"","Atlantic City, NJ MSA","Private","Vegetable and melon farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",25,571,424,347,2006582,1930660,97362,345
"C1210",5,"1112",46,0,2001,4,"","Atlantic City, NJ MSA","Private","Vegetable and melon farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",25,334,203,117,1016005,808028,40595,359
"C1210",5,11121,47,0,2001,1,"","Atlantic City, NJ MSA","Private","Vegetable and melon farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",27,59,68,109,289411,262075,13575,283
"C1210",5,"11121",47,0,2001,2,"","Atlantic City, NJ MSA","Private","Vegetable and melon farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",27,152,238,394,1160017,1112240,56116,341
"C1210",5,"11121",47,0,2001,3,"","Atlantic City, NJ MSA","Private","Vegetable and melon farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",25,571,424,347,2006582,1930660,97362,345
"C1210",5,"11121",47,0,2001,4,"","Atlantic City, NJ MSA","Private","Vegetable and melon farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",25,334,203,117,1016005,808028,40595,359
"C1210",5,111219,48,0,2001,1,"","Atlantic City, NJ MSA","Private","Other vegetable and melon farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",27,59,68,109,289411,262075,13575,283
"C1210",5,"111219",48,0,2001,2,"","Atlantic City, NJ MSA","Private","Other vegetable and melon farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",27,152,238,394,1160017,1112240,56116,341
"C1210",5,"111219",48,0,2001,3,"","Atlantic City, NJ MSA","Private","Other vegetable and melon farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",25,571,424,347,2006582,1930660,97362,345
"C1210",5,"111219",48,0,2001,4,"","Atlantic City, NJ MSA","Private","Other vegetable and melon farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",25,334,203,117,1016005,808028,40595,359
"C1210",5,1113,46,0,2001,1,"","Atlantic City, NJ MSA","Private","Fruit and tree nut farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",32,170,164,185,1117410,1048562,30736,497
"C1210",5,"1113",46,0,2001,2,"","Atlantic City, NJ MSA","Private","Fruit and tree nut farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",32,207,263,2170,2843930,2347288,68845,249
"C1210",5,"1113",46,0,2001,3,"","Atlantic City, NJ MSA","Private","Fruit and tree nut farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",32,3137,999,592,5830774,5266224,158902,285
"C1210",5,"1113",46,0,2001,4,"","Atlantic City, NJ MSA","Private","Fruit and tree nut farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",31,317,311,285,2148063,835662,28436,543
"C1210",5,11133,47,0,2001,1,"","Atlantic City, NJ MSA","Private","Noncitrus fruit and tree nut farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",32,170,164,185,1117410,1048562,30736,497
"C1210",5,"11133",47,0,2001,2,"","Atlantic City, NJ MSA","Private","Noncitrus fruit and tree nut farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",32,207,263,2170,2843930,2347288,68845,249
"C1210",5,"11133",47,0,2001,3,"","Atlantic City, NJ MSA","Private","Noncitrus fruit and tree nut farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",32,3137,999,592,5830774,5266224,158902,285
"C1210",5,"11133",47,0,2001,4,"","Atlantic City, NJ MSA","Private","Noncitrus fruit and tree nut farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",31,317,311,285,2148063,835662,28436,543
"C1210",5,111331,48,0,2001,1,"N","Atlantic City, NJ MSA","Private","Apple orchards","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"111331",48,0,2001,2,"N","Atlantic City, NJ MSA","Private","Apple orchards","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"111331",48,0,2001,3,"","Atlantic City, NJ MSA","Private","Apple orchards","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",5,9,8,14,133373,51912,2426,993
"C1210",5,"111331",48,0,2001,4,"","Atlantic City, NJ MSA","Private","Apple orchards","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",5,17,11,11,152454,31820,1349,902
"C1210",5,111334,48,0,2001,1,"","Atlantic City, NJ MSA","Private","Berry, except strawberry, farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",23,151,146,165,900699,833099,25631,450
"C1210",5,"111334",48,0,2001,2,"","Atlantic City, NJ MSA","Private","Berry, except strawberry, farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",23,182,223,2128,2624045,2215915,64991,239
"C1210",5,"111334",48,0,2001,3,"","Atlantic City, NJ MSA","Private","Berry, except strawberry, farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",24,3046,919,522,5523437,5040348,148720,284
"C1210",5,"111334",48,0,2001,4,"","Atlantic City, NJ MSA","Private","Berry, except strawberry, farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",23,268,269,243,1958595,766828,25699,579
"C1210",5,111336,48,0,2001,1,"N","Atlantic City, NJ MSA","Private","Fruit and tree nut combination farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"111336",48,0,2001,2,"N","Atlantic City, NJ MSA","Private","Fruit and tree nut combination farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"111336",48,0,2001,3,"N","Atlantic City, NJ MSA","Private","Fruit and tree nut combination farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"111336",48,0,2001,4,"N","Atlantic City, NJ MSA","Private","Fruit and tree nut combination farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,111339,48,0,2001,1,"N","Atlantic City, NJ MSA","Private","Other noncitrus fruit farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"111339",48,0,2001,2,"N","Atlantic City, NJ MSA","Private","Other noncitrus fruit farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"111339",48,0,2001,3,"N","Atlantic City, NJ MSA","Private","Other noncitrus fruit farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"111339",48,0,2001,4,"N","Atlantic City, NJ MSA","Private","Other noncitrus fruit farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,1114,46,0,2001,1,"N","Atlantic City, NJ MSA","Private","Greenhouse and nursery production","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"1114",46,0,2001,2,"N","Atlantic City, NJ MSA","Private","Greenhouse and nursery production","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"1114",46,0,2001,3,"N","Atlantic City, NJ MSA","Private","Greenhouse and nursery production","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"1114",46,0,2001,4,"N","Atlantic City, NJ MSA","Private","Greenhouse and nursery production","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,11141,47,0,2001,1,"N","Atlantic City, NJ MSA","Private","Food crops grown under cover","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"11141",47,0,2001,2,"N","Atlantic City, NJ MSA","Private","Food crops grown under cover","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"11141",47,0,2001,3,"N","Atlantic City, NJ MSA","Private","Food crops grown under cover","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"11141",47,0,2001,4,"N","Atlantic City, NJ MSA","Private","Food crops grown under cover","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,111419,48,0,2001,1,"N","Atlantic City, NJ MSA","Private","Other food crops grown under cover","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"111419",48,0,2001,2,"N","Atlantic City, NJ MSA","Private","Other food crops grown under cover","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"111419",48,0,2001,3,"N","Atlantic City, NJ MSA","Private","Other food crops grown under cover","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"111419",48,0,2001,4,"N","Atlantic City, NJ MSA","Private","Other food crops grown under cover","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,11142,47,0,2001,1,"N","Atlantic City, NJ MSA","Private","Nursery and floriculture production","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"11142",47,0,2001,2,"N","Atlantic City, NJ MSA","Private","Nursery and floriculture production","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"11142",47,0,2001,3,"N","Atlantic City, NJ MSA","Private","Nursery and floriculture production","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"11142",47,0,2001,4,"N","Atlantic City, NJ MSA","Private","Nursery and floriculture production","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,111421,48,0,2001,1,"","Atlantic City, NJ MSA","Private","Nursery and tree production","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",4,24,27,34,250416,228516,10637,680
"C1210",5,"111421",48,0,2001,2,"","Atlantic City, NJ MSA","Private","Nursery and tree production","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",4,46,47,46,361874,293154,13273,601
"C1210",5,"111421",48,0,2001,3,"","Atlantic City, NJ MSA","Private","Nursery and tree production","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",4,44,47,49,354100,209931,9079,584
"C1210",5,"111421",48,0,2001,4,"N","Atlantic City, NJ MSA","Private","Nursery and tree production","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,111422,48,0,2001,1,"N","Atlantic City, NJ MSA","Private","Floriculture production","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"111422",48,0,2001,2,"N","Atlantic City, NJ MSA","Private","Floriculture production","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"111422",48,0,2001,3,"N","Atlantic City, NJ MSA","Private","Floriculture production","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,"111422",48,0,2001,4,"N","Atlantic City, NJ MSA","Private","Floriculture production","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
"C1210",5,1119,46,0,2001,1,"N","Atlantic City, NJ MSA","Private","Other crop farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0
